,Security Id,Security Name,Group,Industry
399,SHYAMHO,SHYAMAL HOLDINGS &amp; TRADING LTD.,P ,Other Financial Services
400,WESTLIFE,WESTLIFE DEVELOPMENT LTD.,B ,Restaurants
401,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,A ,Broadcasting &amp; Cable TV
405,MULTIIN,MULTIPLUS HOLDINGS LTD.,XT,Misc.Commercial Services
406,SKYLMILAR,SKYLINE MILLARS LTD.,XT,Commercial Vehicles
407,REMIPRO,REMI PROCESS PLANT &amp; MACHINERY LTD.,XT,Industrial Machinery
409,BHARATGEAR,BHARAT GEARS LTD.,B ,Auto Parts &amp; Equipment
410,ELECON,ELECON ENGINEERING CO.LTD.,B ,Industrial Machinery
411,DECANBRG,DECCAN BEARINGS LTD.,XT,Industrial Machinery
412,GRAUWEIL,GRAUER &amp; WEIL (INDIA) LTD.-$,B ,Commodity Chemicals
413,GABRIEL,GABRIEL INDIA LTD.-$,B ,Auto Parts &amp; Equipment
414,HERCULES,HERCULES HOISTS LTD.,B ,Industrial Machinery
415,IFBIND,IFB INDUSTRIES LTD.,B ,Household Appliances
416,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,B ,Auto Parts &amp; Equipment
417,SCHAEFFLER,Schaeffler India Ltd,B ,Industrial Machinery
419,RANEHOLDIN,RANE HOLDINGS LTD.,B ,Auto Parts &amp; Equipment
421,REILELEC,REIL ELECTRICALS INDIA LTD.,P ,Auto Parts &amp; Equipment
422,TRF,TRF LTD.-$,T ,Commercial Vehicles
423,KENNAMET,KENNAMETAL INDIA LTD.-$,B ,Industrial Machinery
424,HINDHARD,HINDUSTAN HARDY SPICER LTD.,XT,Auto Parts &amp; Equipment
426,PRAKASH,PRAKASH INDUSTRIES LTD.,B ,Iron &amp; Steel/Interm.Products
427,HARME,HARIYANA METALS LTD.,P ,Iron &amp; Steel/Interm.Products
428,ZPRBHSTE,PRABHU STEEL INDUSTRIES LTD.,P ,Iron &amp; Steel/Interm.Products
429,ARSHIYA,Arshiya Limited,B ,Transportation - Logistics
430,GRINDWELL,GRINDWELL NORTON LTD.-$,B ,Other Industrial Products
431,LAKPRE,LAKSHMI PRECISION SCREWS LTD.,B ,Iron &amp; Steel Products
434,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,B ,IT Software Products
435,ALNATRD,ALNA TRADING &amp; EXPORTS LTD.,P ,Comm.Trading  &amp; Distribution
436,INTELLCAP,INTELLIVATE CAPITAL VENTURES LTD.,XT,Plastic Products
437,VIVIDHA,VISAGAR POLYTEX LTD.,B ,Textiles
438,ISHWATR,ISHWARSHAKTI HOLDINGS &amp; TRADERS LTD.,XT,Finance (including NBFCs)
443,KANANIIND,KANANI INDUSTRIES LTD.,B ,Other Apparels &amp; Accessories
444,ZSARVAMA,SARVAMANGAL MERCANTILE CO.LTD.,XT,Misc.Commercial Services
445,ASL,Arihant Superstructures Limited,B ,Realty
447,BLISSGVS,BLISS GVS PHARMA LTD.,B ,Pharmaceuticals
448,INEOSSTYRO,INEOS Styrolution India Ltd,B ,Specialty Chemicals
449,ALEMBICLTD,ALEMBIC LTD.,B ,Pharmaceuticals
450,BAYERCROP,BAYER CROPSCIENCE LTD.,A ,Agrochemicals
452,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,XT,Pharmaceuticals
453,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,B ,Specialty Chemicals
454,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,A ,Fertilizers
455,DEEPAKNI,DEEPAK NITRITE LTD.-$,B ,Commodity Chemicals
457,GOCLCORP,GOCL Corporation Ltd-$,B ,Oil Marketing &amp; Distribution
458,KANORICHEM,KANORIA CHEMICALS &amp; INDUSTRIES LTD.,B ,Commodity Chemicals
459,KELENRG,KELTECH ENERGIES LTD.,XT,Specialty Chemicals
460,MPAGI,M.P.AGRO INDUSTRIES LTD.,P ,Fertilizers
461,ORIENTCQ,ORIENTAL CARBON &amp; CHEMICALS LTD.-$,B ,Commodity Chemicals
462,PHILIPCARB,PHILLIPS CARBON BLACK LTD.,B ,Carbon Black
463,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,B ,Agrochemicals
464,GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,XT,Commodity Chemicals
465,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,B ,Specialty Chemicals
466,UNICHEMLAB,UNICHEM LABORATORIES LTD.,B ,Pharmaceuticals
467,ZANDUREALT,Zandu Realty Limited,T ,Realty
468,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,B ,Specialty Chemicals
469,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,B ,Pharmaceuticals
470,PACL,PUNJAB ALKALIES &amp; CHEMICALS LTD.,XT,Commodity Chemicals
471,TANFACIND,TANFAC INDUSTRIES LTD.-$,XT,Commodity Chemicals
472,GUJPETR,GUJARAT PETROSYNTHESE LTD.,XT,Fibres &amp; Plastics
473,MASCH,MASTER CHEMICALS LTD.,XT,Textiles
474,CONTCHM,CONTINENTAL CHEMICALS LTD.,P ,IT Software Products
475,JBCHEPHARM,J.B.CHEMICALS &amp; PHARMACEUTICALS LTD.,B ,Pharmaceuticals
478,RAJSPTR,RAJASTHAN PETRO SYNTHETICS LTD.,P ,Textiles
479,JAGAJITIND,JAGATJIT INDUSTRIES LTD.,XT,Breweries &amp; Distilleries
480,KESARENT,KESAR ENTERPRISES LTD.-$,B ,Sugar
481,TI,TILAKNAGAR INDUSTRIES LTD.-$,T ,Breweries &amp; Distilleries
482,EMERALL,Emerald Leisures Ltd,XT,Other Leisure Facilities
483,SAKHTISUG,SAKTHI SUGARS LTD.,B ,Sugar
484,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,B ,Construction &amp; Engineering
